"row","col","Year","dummy","dummy2","fish_habitat","road_density"
133,97,"1970",0.939066394,1.495423299,0.384099006652832,1.11553204059601
20,47,"2060",0.317565691,1.915420553,0.927184998989105,0.0680980011820793
229,123,"1980",0.020035478,1.339443165,0.641653001308441,0.950456976890564
9,122,"1920",0.783458384,1.056240539,0.995000004768372,0
194,124,"1910",0.02546266,0.560899456,0.982029974460602,0.0390710011124611
147,25,"1960",0.784045537,0.160072466,0.943973004817963,0.0433109998703003
127,91,"1960",0.770051133,0.589114717,0.970638990402222,0.103440999984741
133,73,"2030",0.851302086,0.396173208,0.166422992944717,2.37603306770325
102,84,"2010",0.279557958,1.778327921,0.147361993789673,0.0046879998408258
151,81,"2040",0.917044529,0.875877579,0.00999999977648258,5.5840630531311
74,126,"1900",0.802354507,1.824587318,1,0
40,34,"1970",0.45066186,1.15361064,0.995000004768372,0
174,72,"1920",0.655073162,0.244000422,0.91635799407959,0.518545985221863
152,128,"2030",0.692670139,1.661863565,0.0143229998648167,2.91769194602966
192,68,"2000",0.457810354,0.468410658,0.387333989143372,0
12,11,"1970",0.115577502,1.841149536,0.971032023429871,0
118,13,"1930",0.292224507,1.104421257,0.896443009376526,0.0764319971203804
129,67,"1940",0.988343013,1.284889817,0.385504007339478,0.278560012578964
165,90,"2020",0.97929138,1.017791088,0.781732022762299,0.898976027965546
163,93,"1920",0.706758543,0.682568426,0.709029018878937,0.718680024147034
46,114,"2000",0.957820024,0.491321843,0.749166011810303,1.45402705669403
145,85,"2010",0.994257229,1.280162815,0.0553940013051033,2.95639395713806
185,83,"1910",0.657503449,0.662339128,0.960987985134125,0.449238002300262
46,27,"2010",0.332938217,0.239089633,0.851158022880554,0
64,78,"2040",0.044868501,1.530246807,0.943355023860931,0.317499995231628
104,123,"1980",0.936176603,0.02713243,0.866675019264221,0.231952995061874
7,61,"1900",0.58313203,1.275551516,1,0
204,126,"1920",0.659408584,0.663315012,0.811076998710632,0.290428996086121
159,129,"2010",0.741974186,1.753137596,0.584280014038086,1.87279605865479
193,135,"2040",0.950679238,1.325271821,0.382737994194031,1.91883194446564
234,139,"1950",0.73456108,0.126479086,0.661904990673065,0.518200993537903
217,108,"1950",0.424636218,0.581031018,0.579793989658356,0.889850974082947
74,34,"1970",0.349029823,1.168790638,0.558318018913269,1.77077400684357
181,37,"1900",0.302432993,0.011815581,1,0
179,55,"2040",0.260338933,1.61052253,0.325435996055603,0.949999988079071
49,59,"1910",0.01433571,0.722193989,0.995000004768372,0
73,66,"2050",0.576304429,1.84932688,0.200000002980232,0.000667000014800578
131,77,"1910",0.53161864,0.202413987,0.994578003883362,0.00727100018411875
216,108,"1900",0.99266277,1.52453233,1,0
97,66,"1900",0.009509379,0.702355296,1,0
126,125,"1990",0.523843523,1.091537003,0.326106995344162,1.68853402137756
154,46,"1970",0.431289843,1.495569081,0.558890998363495,0.260116994380951
144,65,"1970",0.365568735,0.053988273,0.54721200466156,2.18910694122314
189,59,"1930",0.890218476,1.224831398,0.991258978843689,0
22,122,"2020",0.681889766,0.32407685,0.995000004768372,0
106,77,"1930",0.482941336,0.136662435,0.995000004768372,0
118,16,"2010",0.487972077,1.525167228,0.0578019991517067,0.644931972026825
185,65,"2040",0.238609843,0.786058268,0.0209160000085831,3.87304496765137
97,21,"1900",0.808858154,0.603915663,1,0
106,42,"1920",0.90502269,0.169122388,0.994997978210449,2.80000003840541e-05
13,24,"1930",0.134034166,1.041548201,0.995000004768372,0
192,76,"1990",0.635898604,0.649162435,0.304111003875732,3.1367518901825
60,122,"1980",0.059866189,1.349793739,0.977617025375366,0
14,103,"1940",0.505065372,0.64839641,0.995000004768372,0
9,80,"1940",0.431185849,1.06945902,0.995000004768372,0
221,75,"1940",0.520857493,0.881250647,0.65822297334671,0.348051995038986
226,138,"1920",0.63381946,1.047984234,0.989989995956421,0.0250959992408752
186,76,"2000",0.67251376,0.869309648,0.0177679993212223,4.14875507354736
160,80,"1990",0.990864472,0.929993051,0.363352000713348,3.19972205162048
195,92,"1960",0.765752483,1.988001778,0.240987002849579,2.75425601005554
45,54,"2020",0.76551843,0.466642509,0.880196988582611,0.21501299738884
135,122,"2040",0.96683416,1.111821114,0.935738980770111,0.339477002620697
43,22,"1960",0.08916479,1.653144968,0.992811977863312,0.0376540012657642
108,88,"2050",0.419525229,0.534183508,0.00668699992820621,1.65013897418976
110,110,"1920",0.296427242,1.103424735,0.994675993919373,0.00557200005277991
120,75,"2010",0.15710755,0.420526073,0.301999986171722,0.541806995868683
134,44,"1950",0.857496465,1.267400898,0.464893013238907,0.264165014028549
153,52,"1900",0.39900261,0.447549248,1,0
11,23,"1980",0.279188693,1.901932023,0.770235002040863,0
223,86,"1990",0.318864654,0.038915257,0.186857998371124,4.8228588104248
89,76,"2020",0.662069499,0.141479432,0.339753001928329,0
7,117,"2050",0.362883777,0.710367292,0.995000004768372,0
72,108,"2060",0.121936854,1.506960575,0.995000004768372,0
96,58,"1980",0.678120604,1.023814998,0.601644992828369,0.401003003120422
38,96,"1900",0.170291263,1.623178123,1,0
177,119,"1970",0.871881276,0.185294943,0.659572005271912,1.68195402622223
150,73,"2060",0.262894595,1.48232471,0.101497001945972,4.07313680648804
170,132,"2050",0.317489552,0.9721203,0.0245450008660555,3.47273397445679
84,97,"1970",0.976057019,1.968719859,0.963504016399384,0
18,14,"2060",0.166055189,1.128996454,0.232639998197556,0
18,61,"1930",0.377262512,1.983270859,0.995000004768372,0
56,86,"1930",0.663636109,0.242841807,0.995000004768372,0
198,77,"1950",0.427030895,1.851688199,0.891797006130219,1.21248197555542
185,86,"1980",0.316792566,0.523620933,0.0805139988660812,2.78713607788086
7,92,"2050",0.568903096,0.155043212,0.995000004768372,0
202,132,"1900",0.434585864,1.438341044,1,0
170,26,"1940",0.041132165,1.074708566,0.991258978843689,0
19,58,"2040",0.862548913,1.972672478,0.95491099357605,0
77,60,"2050",0.803888342,0.840742483,0.298265010118484,1.70026898384094
52,30,"1900",0.281674465,1.736232622,1,0
35,62,"1920",0.256912149,1.275770606,0.995000004768372,0
6,40,"1910",0.117788167,0.7268729,0.995000004768372,0
58,85,"1960",0.809647499,0.431466559,0.995000004768372,0
64,64,"2010",0.614470964,1.213954459,0.70675402879715,0
146,20,"1920",0.372756315,1.716120839,0.991258978843689,0
194,79,"2000",0.165747258,0.853222805,0.247036993503571,2.85748410224915
39,106,"2010",0.714583931,1.582650115,0.995000004768372,0
190,61,"1900",0.42765563,1.835274176,1,0
50,23,"1910",0.595258535,0.461039261,0.995000004768372,0
138,8,"1970",0.250137817,1.647706497,0.991258978843689,0
142,122,"1920",0.22124668,1.000336668,0.963222026824951,0.323208004236221
75,61,"1940",0.133493508,0.155682956,0.99202299118042,0.0512450002133846
49,9,"2020",0.605701202,0.516586217,0.794920027256012,0
199,70,"1980",0.914549153,1.749419087,0.203456997871399,2.05197596549988
130,10,"2060",0.215646076,1.418477341,0.127026006579399,0.746297001838684
100,32,"1990",0.99787674,1.939618837,0.488231986761093,0.610687017440796
192,135,"1900",0.526360826,0.684077383,1,0
227,91,"1950",0.872914076,1.839363102,0.516390025615692,1.32304203510284
134,25,"2040",0.537676578,0.589070562,0.028549000620842,3.29630208015442
38,98,"1910",0.328892444,0.02404968,0.995000004768372,0
238,119,"2020",0.721213416,0.665528631,0.47646901011467,1.2778400182724
80,58,"1980",0.155030279,1.936976196,0.720888018608093,0.310335993766785
104,30,"1950",0.752247943,1.369017645,0.532727003097534,0.905489027500153
88,100,"2050",0.788581195,0.623296738,0.605777978897095,0.474999994039536
39,44,"2000",0.50696086,1.537984458,0.823346972465515,0.0631719976663589
78,49,"1940",0.112843304,1.813338541,0.995000004768372,0
185,95,"2010",0.720959382,1.407478622,0.123511001467705,3.59910607337952
241,133,"1900",0.852932392,0.433410177,1,0
66,118,"2010",0.404185533,1.839572138,0.922640025615692,0
235,139,"2030",0.166018058,0.866053602,0.995891988277435,0
189,101,"2010",0.973350241,1.513845558,0.24558000266552,2.7865788936615
44,52,"2030",0.865503173,0.400972618,0.272911012172699,2.59930896759033
15,62,"2060",0.844606051,0.926844316,0.995000004768372,0
76,117,"1910",0.651981034,1.874422777,0.995000004768372,0
14,71,"1940",0.605863582,0.79072018,0.995000004768372,0
200,134,"1930",0.349459147,0.143092834,0.613662004470825,0.93079000711441
110,60,"1970",0.322026278,0.317436181,0.982577979564667,0
41,59,"1920",0.718622347,0.379910315,0.995000004768372,0
160,43,"1990",0.576651038,0.38780147,0.473186999559402,0.333698987960815
191,76,"2050",0.025436289,0.159485458,0.0174359995871782,5.88001823425293
175,126,"1910",0.843491757,1.369510583,0.993898987770081,0.0189549997448921
131,23,"2000",0.59104396,0.441568155,0.212258994579315,0.22206699848175
138,121,"1960",0.529215506,0.512617198,0.204181998968124,2.45560693740845
108,127,"1980",0.375872098,1.831299252,0.995000004768372,0
87,112,"2000",0.461272879,0.736100569,0.828269004821777,0
91,110,"1940",0.911066514,0.65831889,0.995000004768372,0
141,55,"1930",0.812791031,1.927323314,0.916335999965668,0.0323880016803741
95,98,"2040",0.990039419,1.096491792,0.640429019927979,0.327499985694885
5,95,"2040",0.137495427,1.227450938,0.805203974246979,0.275471985340118
16,57,"1910",0.219356801,1.268990351,0.995000004768372,0
125,12,"1900",0.708100411,1.180766366,1,0
165,88,"2020",0.104426818,1.477577354,0.271822988986969,2.71198606491089
203,105,"1910",0.162380548,1.782674882,0.881155014038086,0.167312994599342
116,22,"2020",0.335641786,1.011318885,0.188995003700256,1.36176896095276
149,10,"2060",0.192007031,1.989755658,0.991258978843689,0
168,30,"1990",0.52155653,1.292870743,0.946557998657227,0.0765459984540939
181,68,"2060",0.676011128,1.556856216,0.00730099994689226,4.37249994277954
73,17,"1920",0.329134516,1.00884374,0.995000004768372,0
126,46,"2030",0.603821312,0.602401467,0.304659008979797,1.34850299358368
231,132,"1950",0.894491703,1.756832493,0.569675981998444,0.958859980106354
62,60,"1950",0.867064308,0.782164048,0.995000004768372,0
245,91,"2000",0.281321848,0.870774281,0.399617999792099,2.98133492469788
42,28,"1930",0.139550285,1.239613787,0.995000004768372,0
51,122,"1980",0.189347924,0.461782115,0.995000004768372,0
227,97,"1900",0.904963909,0.82165082,1,0
149,95,"1970",0.695625014,0.231703256,0.444501012563705,3.03716707229614
187,106,"1970",0.942097786,0.235822321,0.472847998142242,1.41246700286865
50,81,"1910",0.07304141,0.512347265,0.995000004768372,0
90,101,"1940",0.017981847,1.382773207,0.995000004768372,0
